gpu_usage,net_latency,comput_latency,ete_latency,successful,unsuccessful
1.74,0.095,3.378,3.473,11,0
1.803,0.095,3.376,3.471,9,0
1.778,0.094,3.383,3.476,11,0
1.751,0.095,3.377,3.471,14,0
1.76,0.096,3.365,3.461,12,0
1.734,0.097,3.358,3.455,13,0
1.691,0.097,3.362,3.459,15,0
1.736,0.097,3.362,3.459,12,0
1.798,0.096,3.37,3.466,14,0
1.739,0.097,3.357,3.453,15,0
1.788,0.096,3.352,3.448,12,0
1.717,0.096,3.347,3.442,16,0
1.774,0.095,3.358,3.452,8,0
1.787,0.094,3.367,3.461,17,0
1.767,0.093,3.375,3.468,7,0
1.73,0.092,3.38,3.473,20,0
1.79,0.091,3.386,3.478,11,0
1.738,0.092,3.382,3.474,14,0
1.743,0.092,3.382,3.474,13,0
1.725,0.091,3.384,3.475,19,0
1.724,0.092,3.37,3.462,17,0
1.709,0.092,3.38,3.471,18,0
1.701,0.091,3.389,3.48,20,0
1.71,0.092,3.378,3.471,13,0
1.732,0.092,3.378,3.47,15,0
1.763,0.091,3.385,3.476,10,0
1.749,0.091,3.382,3.474,13,0
1.714,0.091,3.39,3.481,9,0
1.755,0.092,3.386,3.478,12,0
1.773,0.092,3.385,3.477,20,0
1.761,0.093,3.385,3.478,19,0
1.752,0.094,3.376,3.47,11,0
1.661,0.094,3.383,3.476,19,0
1.754,0.093,3.389,3.482,17,0
1.763,0.094,3.387,3.481,7,0
1.753,0.094,3.389,3.483,15,0
1.711,0.092,3.401,3.493,12,0
1.83,0.092,3.405,3.497,12,0
1.744,0.092,3.406,3.497,17,0
1.761,0.091,3.412,3.502,14,0
1.772,0.091,3.409,3.501,16,0
1.683,0.092,3.402,3.494,15,0
1.718,0.09,3.421,3.511,21,0
1.719,0.091,3.418,3.508,12,0
1.755,0.09,3.418,3.508,17,0
1.742,0.09,3.408,3.499,19,0
1.782,0.09,3.412,3.502,15,0
1.794,0.09,3.416,3.506,15,0
1.802,0.09,3.423,3.513,11,0
1.747,0.091,3.414,3.505,10,0
1.728,0.091,3.42,3.51,15,0
1.731,0.09,3.418,3.508,14,0
1.7,0.089,3.421,3.511,12,0
1.669,0.088,3.434,3.522,13,0
1.686,0.088,3.432,3.521,18,0
1.7,0.09,3.422,3.512,10,0
1.744,0.089,3.433,3.522,12,0
1.751,0.089,3.439,3.528,14,0
1.727,0.087,3.451,3.538,12,0
1.786,0.088,3.453,3.54,9,0
1.767,0.088,3.45,3.538,18,0
1.757,0.089,3.436,3.526,18,0
1.758,0.09,3.432,3.522,14,0
1.813,0.091,3.428,3.519,10,0
1.841,0.091,3.422,3.513,18,0
1.763,0.092,3.412,3.504,11,0
1.741,0.092,3.413,3.505,12,0
1.723,0.092,3.416,3.508,13,0
1.774,0.091,3.425,3.516,11,0
1.762,0.091,3.425,3.515,15,0
1.805,0.09,3.422,3.512,15,0
1.769,0.09,3.421,3.511,18,0
1.813,0.088,3.431,3.519,14,0
1.75,0.09,3.415,3.505,17,0
1.745,0.09,3.416,3.506,18,0
1.728,0.09,3.415,3.506,12,0
1.741,0.089,3.424,3.514,13,0
1.72,0.088,3.438,3.526,15,0
1.751,0.087,3.447,3.534,16,0
1.776,0.087,3.444,3.532,12,0
1.744,0.087,3.445,3.532,7,0
1.741,0.088,3.437,3.526,16,0
1.762,0.088,3.43,3.518,21,0
1.74,0.091,3.402,3.493,17,0
1.783,0.091,3.397,3.488,8,0
1.77,0.089,3.409,3.497,16,0
1.762,0.09,3.393,3.483,14,0
1.756,0.09,3.396,3.486,23,0
1.803,0.091,3.383,3.474,12,0
1.794,0.09,3.392,3.482,14,0
1.743,0.091,3.381,3.472,20,0
1.759,0.091,3.373,3.465,14,0
1.757,0.091,3.379,3.47,13,0
1.813,0.092,3.371,3.462,19,0
1.776,0.091,3.367,3.458,20,0
1.787,0.092,3.361,3.453,13,0
1.778,0.094,3.338,3.431,20,0
1.769,0.093,3.345,3.438,12,0
1.765,0.091,3.36,3.451,14,0
1.764,0.092,3.351,3.444,7,0
1.75,0.093,3.353,3.445,12,0
1.769,0.095,3.335,3.43,15,0
1.695,0.095,3.346,3.441,17,0
1.714,0.096,3.334,3.43,13,0
1.733,0.096,3.331,3.427,10,0
1.716,0.097,3.33,3.427,16,0
1.732,0.098,3.322,3.42,13,0
1.737,0.098,3.325,3.424,18,0
1.714,0.098,3.335,3.432,21,0
1.724,0.096,3.348,3.444,18,0
1.815,0.095,3.361,3.456,19,0
1.701,0.095,3.358,3.453,14,0
1.741,0.096,3.352,3.448,14,0
1.752,0.096,3.348,3.444,16,0
1.718,0.096,3.345,3.441,15,0
1.753,0.095,3.343,3.438,17,0
1.768,0.095,3.348,3.443,19,0
1.676,0.094,3.366,3.46,17,0
1.747,0.092,3.389,3.481,21,0
1.766,0.092,3.391,3.483,19,0
1.71,0.093,3.388,3.481,11,0
1.733,0.092,3.394,3.486,14,0
1.743,0.091,3.401,3.491,19,0
1.71,0.089,3.409,3.499,14,0
1.743,0.09,3.409,3.498,14,0
1.679,0.091,3.398,3.49,15,0
1.678,0.091,3.394,3.485,16,0
1.711,0.092,3.386,3.478,7,0
1.765,0.092,3.385,3.477,9,0
1.758,0.092,3.379,3.471,16,0
1.766,0.093,3.381,3.473,15,0
1.746,0.093,3.384,3.477,10,0
1.793,0.093,3.389,3.483,13,0
1.765,0.093,3.4,3.492,17,0
1.737,0.093,3.399,3.492,18,0
1.738,0.092,3.414,3.506,17,0
1.725,0.092,3.42,3.512,23,0
1.72,0.093,3.403,3.496,18,0
1.759,0.094,3.401,3.495,15,0
1.741,0.095,3.394,3.489,16,0
1.758,0.095,3.39,3.485,9,0
1.778,0.094,3.396,3.49,12,0
1.789,0.093,3.406,3.499,9,0
1.717,0.093,3.4,3.492,14,0
1.72,0.092,3.399,3.491,21,0
1.81,0.091,3.405,3.496,20,0
1.774,0.091,3.401,3.492,15,0
1.713,0.09,3.399,3.489,8,0
1.673,0.09,3.399,3.49,18,0
1.712,0.091,3.389,3.48,13,0
1.778,0.092,3.384,3.476,14,0
1.819,0.093,3.378,3.47,15,0
1.746,0.092,3.386,3.478,8,0
1.737,0.091,3.39,3.481,19,0
1.693,0.09,3.389,3.48,17,0
1.765,0.091,3.388,3.479,14,0
1.752,0.092,3.377,3.468,16,0
1.743,0.092,3.371,3.463,19,0
1.741,0.092,3.366,3.458,12,0
1.763,0.093,3.36,3.453,16,0
1.729,0.092,3.366,3.458,16,0
1.816,0.092,3.369,3.461,13,0
1.794,0.092,3.371,3.464,12,0
1.745,0.091,3.384,3.476,18,0
1.758,0.092,3.38,3.472,15,0
1.758,0.091,3.401,3.491,17,0
1.698,0.089,3.416,3.506,22,0
1.757,0.09,3.41,3.5,19,0
1.71,0.09,3.4,3.49,18,0
1.741,0.091,3.401,3.492,12,0
1.722,0.091,3.396,3.487,13,0
1.785,0.092,3.393,3.484,8,0
1.778,0.091,3.392,3.484,15,0
1.764,0.089,3.412,3.501,15,0
1.705,0.089,3.409,3.498,15,0
1.724,0.091,3.397,3.488,10,0
1.725,0.091,3.399,3.49,8,0
1.751,0.091,3.394,3.485,14,0
1.709,0.09,3.409,3.499,16,0
1.761,0.091,3.403,3.494,11,0
1.739,0.092,3.387,3.479,16,0
1.767,0.092,3.376,3.468,27,0
1.77,0.092,3.371,3.463,14,0
1.75,0.09,3.389,3.479,15,0
1.764,0.09,3.38,3.47,21,0
1.734,0.088,3.398,3.486,22,0
1.764,0.088,3.407,3.495,19,0
1.745,0.088,3.412,3.499,14,0
1.764,0.089,3.403,3.493,18,0
1.72,0.089,3.403,3.492,20,0
1.725,0.089,3.401,3.49,15,0
1.736,0.089,3.406,3.496,17,0
1.675,0.089,3.407,3.496,18,0
1.693,0.089,3.407,3.496,12,0
1.762,0.088,3.406,3.494,12,0
1.785,0.089,3.401,3.49,17,0
1.748,0.088,3.399,3.488,13,0
1.726,0.089,3.394,3.483,18,0
1.735,0.089,3.4,3.489,20,0
1.721,0.087,3.414,3.501,11,0
1.731,0.089,3.401,3.49,21,0
1.708,0.088,3.408,3.496,14,0
1.689,0.089,3.399,3.488,13,0
1.677,0.09,3.39,3.479,15,0
1.733,0.09,3.399,3.489,22,0
1.725,0.089,3.407,3.496,15,0
1.734,0.09,3.402,3.493,15,0
1.72,0.092,3.393,3.485,17,0
1.76,0.091,3.396,3.487,8,0
1.708,0.092,3.4,3.491,22,0
1.808,0.09,3.41,3.5,21,0
1.71,0.09,3.418,3.508,15,0
1.709,0.09,3.413,3.503,17,0
1.711,0.091,3.412,3.503,12,0
1.753,0.091,3.405,3.496,19,0
1.796,0.09,3.412,3.502,13,0
1.816,0.091,3.403,3.493,16,0
1.755,0.092,3.39,3.482,15,0
1.788,0.092,3.391,3.483,19,0
1.785,0.091,3.407,3.497,20,0
1.697,0.092,3.389,3.481,17,0
1.791,0.092,3.393,3.484,16,0
1.737,0.092,3.388,3.48,8,0
1.756,0.092,3.386,3.478,9,0
1.743,0.094,3.375,3.469,19,0
1.761,0.094,3.37,3.464,15,0
1.723,0.095,3.365,3.46,15,0
1.747,0.094,3.37,3.465,13,0
1.74,0.094,3.37,3.464,17,0
1.739,0.096,3.357,3.453,18,0
1.768,0.095,3.361,3.456,18,0
1.741,0.095,3.372,3.467,14,0
1.741,0.095,3.377,3.472,22,0
1.792,0.095,3.379,3.473,16,0
1.773,0.097,3.364,3.46,21,0
1.786,0.096,3.366,3.462,8,0
1.768,0.096,3.368,3.464,16,0
1.718,0.096,3.36,3.456,16,0
1.719,0.096,3.358,3.454,15,0
1.74,0.096,3.36,3.456,13,0
1.714,0.096,3.364,3.461,21,0
1.77,0.096,3.365,3.462,21,0
1.787,0.097,3.362,3.459,13,0
1.764,0.098,3.352,3.451,19,0
1.848,0.099,3.346,3.445,12,0
1.777,0.098,3.355,3.453,17,0
1.729,0.098,3.357,3.456,28,0
1.766,0.098,3.37,3.468,14,0
1.783,0.099,3.373,3.472,15,0
1.804,0.099,3.374,3.473,20,0
1.807,0.101,3.367,3.468,13,0
1.788,0.101,3.367,3.467,11,0
1.832,0.099,3.378,3.477,13,0
1.754,0.098,3.375,3.474,19,0
1.78,0.098,3.38,3.479,11,0
1.745,0.099,3.369,3.468,16,0
1.763,0.1,3.367,3.466,11,0
1.775,0.1,3.368,3.468,13,0
1.782,0.1,3.366,3.466,15,0
1.722,0.099,3.367,3.467,14,0
1.716,0.097,3.386,3.483,18,0
1.733,0.097,3.391,3.488,17,0
1.744,0.097,3.396,3.493,20,0
1.72,0.097,3.398,3.495,9,0
1.699,0.096,3.402,3.498,16,0
1.761,0.097,3.4,3.497,8,0
1.745,0.096,3.398,3.494,16,0
1.691,0.096,3.396,3.492,17,0
1.745,0.096,3.391,3.487,10,0
1.772,0.095,3.4,3.495,11,0
1.738,0.095,3.406,3.501,14,0
1.753,0.095,3.395,3.49,21,0
1.752,0.095,3.403,3.498,14,0
1.732,0.095,3.399,3.494,14,0
1.728,0.094,3.403,3.498,18,0
1.73,0.092,3.421,3.513,13,0
1.774,0.092,3.421,3.513,20,0
1.748,0.092,3.425,3.517,15,0
1.743,0.091,3.429,3.52,12,0
1.784,0.089,3.436,3.525,16,0
1.802,0.089,3.434,3.523,19,0
1.706,0.089,3.432,3.521,17,0
1.72,0.091,3.421,3.511,18,0
1.784,0.09,3.422,3.512,12,0
1.782,0.091,3.416,3.506,14,0
1.718,0.091,3.405,3.496,16,0
1.694,0.091,3.407,3.498,13,0
1.764,0.091,3.41,3.502,17,0
1.755,0.091,3.419,3.51,12,0
1.737,0.091,3.413,3.504,17,0
1.783,0.092,3.406,3.498,18,0
1.792,0.092,3.395,3.486,17,0
1.778,0.091,3.401,3.493,15,0
1.715,0.091,3.399,3.491,18,0
1.717,0.091,3.408,3.498,18,0
1.755,0.091,3.407,3.498,16,0
1.778,0.09,3.417,3.507,15,0
1.755,0.089,3.424,3.513,20,0
1.752,0.09,3.417,3.507,9,0
1.721,0.089,3.424,3.513,8,0
1.783,0.089,3.428,3.517,9,0
1.747,0.09,3.424,3.514,12,0
1.803,0.089,3.437,3.525,16,0
1.788,0.088,3.443,3.531,13,0
1.717,0.088,3.443,3.531,15,0
1.802,0.088,3.442,3.53,11,0
1.8,0.087,3.451,3.538,12,0
1.803,0.088,3.449,3.537,12,0
1.784,0.088,3.453,3.541,11,0
1.777,0.089,3.44,3.53,12,0
1.739,0.088,3.451,3.54,14,0
1.765,0.089,3.444,3.533,14,0
1.762,0.089,3.446,3.536,13,0
1.783,0.09,3.45,3.54,17,0
1.744,0.09,3.44,3.53,15,0
1.738,0.091,3.427,3.518,21,0
1.79,0.092,3.423,3.515,18,0
1.773,0.092,3.417,3.51,13,0
1.754,0.091,3.42,3.512,19,0
1.811,0.093,3.404,3.497,11,0
1.758,0.092,3.414,3.506,21,0
1.691,0.092,3.404,3.496,15,0
1.697,0.09,3.407,3.497,12,0
1.784,0.089,3.413,3.502,16,0
1.741,0.089,3.418,3.507,13,0
1.712,0.089,3.41,3.498,18,0
1.772,0.089,3.41,3.498,12,0
1.773,0.088,3.411,3.499,21,0
1.791,0.087,3.413,3.5,14,0
1.811,0.087,3.422,3.508,12,0
1.761,0.086,3.422,3.508,10,0
1.764,0.085,3.429,3.514,19,0
1.733,0.086,3.43,3.515,16,0
1.76,0.087,3.424,3.51,17,0
1.739,0.088,3.419,3.507,19,0
1.725,0.087,3.427,3.514,11,0
1.767,0.086,3.426,3.511,18,0
1.707,0.086,3.42,3.506,16,0
1.755,0.086,3.431,3.516,17,0
1.77,0.085,3.442,3.527,12,0
1.726,0.084,3.454,3.538,17,0
1.712,0.084,3.451,3.535,18,0
1.701,0.083,3.461,3.544,9,0
1.8,0.082,3.475,3.557,13,0
1.737,0.083,3.473,3.556,17,0
1.743,0.082,3.476,3.558,18,0
1.744,0.083,3.464,3.547,9,0
1.719,0.083,3.464,3.547,14,0
1.714,0.084,3.455,3.539,10,0
1.743,0.084,3.461,3.544,15,0
1.699,0.084,3.462,3.545,13,0
1.748,0.083,3.472,3.554,9,0
1.764,0.084,3.467,3.551,8,0
1.779,0.082,3.474,3.556,17,0
1.765,0.08,3.482,3.563,13,0
1.734,0.08,3.465,3.546,23,0
1.754,0.083,3.445,3.527,17,0
1.76,0.082,3.453,3.535,14,0
1.794,0.083,3.449,3.531,18,0
1.746,0.082,3.457,3.539,21,0
1.745,0.082,3.448,3.53,16,0
1.76,0.083,3.436,3.519,15,0
1.821,0.083,3.435,3.518,16,0
1.768,0.084,3.43,3.513,17,0
1.761,0.085,3.426,3.511,17,0
1.772,0.085,3.421,3.506,14,0
1.726,0.087,3.411,3.498,8,0
1.736,0.087,3.41,3.497,6,0
1.788,0.088,3.391,3.479,14,0
1.748,0.089,3.383,3.472,20,0
1.788,0.089,3.38,3.469,11,0
1.695,0.091,3.371,3.462,23,0
1.732,0.093,3.361,3.453,16,0
1.776,0.092,3.367,3.459,18,0
1.781,0.091,3.368,3.459,16,0
1.738,0.091,3.376,3.466,7,0
1.746,0.091,3.367,3.458,9,0
1.739,0.092,3.37,3.462,19,0
1.74,0.092,3.371,3.463,13,0
1.725,0.092,3.381,3.473,22,0
1.773,0.093,3.364,3.457,12,0
1.8,0.094,3.359,3.452,11,0
1.772,0.093,3.363,3.456,15,0
1.769,0.093,3.363,3.456,12,0
1.801,0.093,3.367,3.46,13,0
1.715,0.093,3.368,3.461,16,0
1.791,0.094,3.361,3.455,15,0
1.749,0.093,3.369,3.462,21,0
1.806,0.092,3.378,3.47,18,0
1.737,0.092,3.376,3.468,16,0
1.772,0.092,3.384,3.476,17,0
1.711,0.093,3.377,3.47,13,0
1.765,0.091,3.395,3.486,21,0
1.771,0.091,3.4,3.492,22,0
1.784,0.092,3.39,3.483,18,0
1.777,0.092,3.394,3.487,10,0
1.679,0.091,3.4,3.491,12,0
1.779,0.091,3.407,3.498,19,0
1.795,0.093,3.389,3.482,16,0
1.732,0.094,3.378,3.473,13,0
1.776,0.094,3.39,3.484,18,0
1.785,0.093,3.403,3.496,18,0
1.744,0.091,3.406,3.497,12,0
1.784,0.091,3.404,3.495,14,0
1.744,0.09,3.411,3.501,14,0
1.825,0.09,3.409,3.499,10,0
1.758,0.09,3.406,3.496,20,0
1.771,0.088,3.423,3.511,18,0
1.749,0.088,3.419,3.508,16,0
1.787,0.089,3.409,3.499,9,0
1.774,0.09,3.406,3.496,15,0
1.733,0.089,3.413,3.502,10,0
1.745,0.088,3.416,3.504,21,0
1.812,0.088,3.419,3.507,14,0
1.769,0.088,3.406,3.494,18,0
1.788,0.087,3.413,3.5,9,0
1.781,0.088,3.409,3.498,20,0
1.738,0.088,3.408,3.497,14,0
1.785,0.089,3.398,3.487,12,0
1.795,0.089,3.391,3.48,20,0
1.75,0.088,3.401,3.489,19,0
1.71,0.087,3.409,3.495,14,0
1.72,0.087,3.408,3.495,11,0
1.759,0.087,3.408,3.495,4,0
1.774,0.088,3.402,3.49,11,0
1.816,0.088,3.391,3.479,22,0
1.784,0.087,3.407,3.494,19,0
1.792,0.085,3.427,3.512,16,0
1.743,0.085,3.428,3.513,14,0
1.761,0.086,3.425,3.511,18,0
1.715,0.087,3.421,3.507,21,0
1.791,0.087,3.428,3.515,17,0
1.752,0.087,3.425,3.512,15,0
1.776,0.087,3.419,3.505,21,0
1.702,0.087,3.418,3.504,16,0
1.758,0.087,3.411,3.498,18,0
1.754,0.089,3.396,3.485,15,0
1.732,0.089,3.386,3.476,12,0
1.78,0.09,3.394,3.484,19,0
1.686,0.091,3.394,3.484,12,0
1.726,0.09,3.398,3.488,11,0
1.749,0.091,3.396,3.487,19,0
1.721,0.091,3.394,3.486,9,0
1.768,0.093,3.383,3.476,16,0
1.73,0.095,3.368,3.462,19,0
1.813,0.095,3.365,3.46,10,0
1.741,0.094,3.366,3.46,23,0
1.793,0.094,3.373,3.467,21,0
1.705,0.094,3.37,3.464,26,0
1.68,0.094,3.373,3.467,13,0
1.797,0.094,3.36,3.454,16,0
1.786,0.093,3.376,3.469,14,0
1.775,0.093,3.38,3.473,16,0
1.819,0.093,3.388,3.481,16,0
1.715,0.094,3.377,3.471,17,0
1.77,0.094,3.376,3.47,10,0
1.771,0.094,3.374,3.468,21,0
1.758,0.094,3.371,3.465,8,0
1.846,0.095,3.371,3.466,12,0
1.746,0.095,3.373,3.468,9,0
1.712,0.096,3.369,3.465,14,0
1.709,0.097,3.369,3.466,14,0
1.71,0.096,3.387,3.482,21,0
1.755,0.094,3.394,3.488,14,0
1.669,0.094,3.394,3.488,14,0
1.712,0.094,3.398,3.491,12,0
1.775,0.093,3.409,3.502,14,0
1.759,0.092,3.414,3.506,15,0
1.766,0.093,3.402,3.495,16,0
1.717,0.092,3.412,3.504,21,0
1.724,0.093,3.414,3.507,18,0
1.721,0.092,3.418,3.511,15,0
1.783,0.093,3.418,3.511,15,0
1.799,0.092,3.421,3.513,12,0
1.765,0.093,3.416,3.509,15,0
1.774,0.092,3.425,3.517,17,0
1.784,0.092,3.426,3.519,7,0
1.694,0.092,3.432,3.524,15,0
1.794,0.094,3.419,3.512,19,0
1.755,0.093,3.427,3.52,17,0
1.736,0.094,3.415,3.509,15,0
1.72,0.094,3.417,3.512,16,0
1.733,0.093,3.425,3.518,20,0
1.75,0.092,3.43,3.523,11,0
1.676,0.091,3.44,3.531,15,0
1.768,0.092,3.435,3.527,11,0
1.701,0.093,3.435,3.528,13,0
1.819,0.093,3.435,3.528,5,0
1.772,0.092,3.448,3.54,19,0
1.745,0.092,3.451,3.542,20,0
1.746,0.093,3.449,3.542,21,0
1.762,0.093,3.447,3.54,15,0
1.759,0.093,3.444,3.536,9,0
1.752,0.093,3.444,3.537,17,0
1.713,0.093,3.441,3.533,20,0
1.735,0.092,3.441,3.533,14,0
1.801,0.092,3.441,3.533,17,0
1.8,0.092,3.436,3.528,13,0
1.727,0.092,3.436,3.529,16,0
1.732,0.092,3.435,3.527,13,0
1.74,0.093,3.435,3.528,14,0
1.779,0.093,3.429,3.522,13,0
1.757,0.094,3.411,3.505,23,0
1.765,0.095,3.4,3.495,9,0
1.756,0.095,3.388,3.483,10,0
1.77,0.094,3.397,3.491,10,0
1.776,0.094,3.399,3.493,16,0
1.787,0.093,3.402,3.495,14,0
1.753,0.094,3.395,3.489,19,0
1.754,0.093,3.403,3.496,24,0
1.756,0.093,3.386,3.48,15,0
1.756,0.093,3.394,3.487,20,0
1.724,0.093,3.387,3.48,11,0
1.776,0.092,3.398,3.49,12,0
1.754,0.093,3.382,3.475,19,0
1.756,0.091,3.392,3.483,16,0
1.775,0.09,3.401,3.492,17,0
1.806,0.091,3.393,3.484,8,0
1.776,0.092,3.388,3.48,19,0
1.76,0.092,3.388,3.48,16,0
1.694,0.093,3.374,3.466,13,0
1.748,0.093,3.375,3.468,14,0
1.806,0.093,3.369,3.462,19,0
1.77,0.092,3.366,3.458,14,0
1.761,0.092,3.374,3.465,8,0
1.748,0.09,3.389,3.479,15,0
1.701,0.09,3.385,3.476,18,0
1.714,0.089,3.399,3.488,18,0
1.76,0.089,3.393,3.481,15,0
1.772,0.089,3.396,3.485,18,0
1.728,0.089,3.398,3.488,15,0
1.765,0.088,3.407,3.495,17,0
1.776,0.087,3.416,3.504,11,0
1.799,0.086,3.426,3.512,17,0
1.71,0.088,3.416,3.504,15,0
1.688,0.089,3.403,3.492,18,0
1.719,0.089,3.405,3.494,17,0
1.703,0.087,3.412,3.5,13,0
1.708,0.088,3.41,3.498,18,0
1.754,0.089,3.4,3.489,19,0
1.739,0.089,3.398,3.487,9,0
1.719,0.09,3.394,3.484,17,0
1.738,0.089,3.395,3.484,16,0
1.734,0.089,3.389,3.478,17,0
1.762,0.09,3.385,3.475,14,0
1.764,0.09,3.376,3.466,12,0
1.733,0.09,3.372,3.461,12,0
1.755,0.09,3.37,3.46,20,0
1.775,0.089,3.379,3.467,11,0
1.717,0.089,3.386,3.475,15,0
1.748,0.088,3.396,3.485,15,0
1.764,0.088,3.395,3.482,17,0
1.702,0.088,3.393,3.481,17,0
1.777,0.086,3.399,3.486,13,0
1.758,0.087,3.405,3.492,12,0
1.72,0.086,3.405,3.491,16,0
1.699,0.087,3.407,3.494,10,0
1.775,0.087,3.405,3.492,10,0
1.769,0.087,3.404,3.491,12,0
1.748,0.088,3.393,3.48,10,0
1.723,0.088,3.39,3.478,12,0
1.665,0.088,3.396,3.484,16,0
1.783,0.088,3.402,3.49,11,0
1.78,0.089,3.397,3.486,16,0
1.8,0.089,3.387,3.476,20,0
1.721,0.091,3.383,3.474,24,0
1.723,0.091,3.383,3.474,14,0
1.719,0.092,3.379,3.472,21,0
1.684,0.092,3.373,3.466,12,0
1.743,0.092,3.375,3.467,14,0
1.731,0.091,3.373,3.464,17,0
1.757,0.091,3.378,3.469,23,0
1.719,0.091,3.375,3.466,15,0
1.731,0.091,3.369,3.461,15,0
1.769,0.091,3.367,3.459,5,0
1.749,0.092,3.362,3.454,20,0
1.716,0.09,3.374,3.464,15,0
1.792,0.091,3.371,3.462,12,0
1.798,0.093,3.349,3.442,17,0
1.691,0.093,3.362,3.455,12,0
1.717,0.092,3.364,3.456,12,0
1.725,0.093,3.36,3.452,16,0
1.729,0.092,3.366,3.458,11,0
1.783,0.091,3.366,3.458,15,0
1.767,0.09,3.368,3.458,17,0
1.737,0.089,3.376,3.465,19,0
1.746,0.089,3.383,3.472,17,0
1.743,0.087,3.396,3.483,13,0
1.713,0.089,3.384,3.474,17,0
1.74,0.089,3.384,3.474,11,0
1.72,0.091,3.37,3.461,16,0
1.731,0.09,3.371,3.461,15,0
1.74,0.091,3.364,3.454,20,0
1.756,0.091,3.366,3.457,16,0
1.828,0.09,3.374,3.464,12,0
1.763,0.09,3.377,3.468,22,0
1.765,0.09,3.384,3.475,16,0
1.742,0.09,3.386,3.477,17,0
1.755,0.09,3.392,3.482,24,0
1.772,0.091,3.397,3.488,14,0
1.794,0.09,3.398,3.488,22,0
1.768,0.09,3.403,3.493,14,0
1.745,0.09,3.396,3.485,22,0
1.756,0.088,3.401,3.489,13,0
1.778,0.088,3.402,3.49,12,0
1.75,0.089,3.396,3.486,20,0
1.77,0.089,3.397,3.486,16,0
1.824,0.089,3.401,3.49,15,0
1.798,0.088,3.395,3.484,15,0
1.721,0.089,3.391,3.48,17,0
1.756,0.09,3.383,3.473,14,0
1.684,0.089,3.389,3.478,15,0
1.729,0.088,3.387,3.476,15,0
1.814,0.087,3.395,3.482,13,0
1.747,0.088,3.397,3.485,23,0
1.769,0.087,3.403,3.49,12,0
1.772,0.087,3.405,3.492,11,0
1.793,0.088,3.398,3.486,8,0
1.693,0.09,3.383,3.472,17,0
1.712,0.089,3.382,3.471,6,0
1.651,0.09,3.381,3.471,13,0
1.793,0.091,3.376,3.467,16,0
1.82,0.089,3.392,3.48,22,0
1.727,0.088,3.391,3.479,16,0
1.728,0.089,3.382,3.471,15,0
1.698,0.09,3.368,3.459,11,0
1.785,0.09,3.374,3.464,11,0
1.71,0.09,3.372,3.462,22,0
1.773,0.09,3.368,3.458,23,0
1.76,0.09,3.368,3.458,17,0
1.723,0.089,3.374,3.464,10,0
1.724,0.09,3.372,3.463,9,0
1.712,0.09,3.373,3.463,11,0
1.671,0.091,3.362,3.453,13,0
1.696,0.092,3.362,3.454,17,0
1.706,0.091,3.375,3.466,16,0
1.786,0.091,3.377,3.468,13,0
1.772,0.091,3.374,3.464,24,0
1.728,0.091,3.366,3.457,8,0
1.752,0.092,3.357,3.449,14,0
1.734,0.093,3.354,3.447,15,0
1.707,0.093,3.358,3.451,11,0
1.699,0.092,3.367,3.46,5,0
1.787,0.092,3.372,3.464,17,0
1.719,0.092,3.367,3.46,11,0
1.717,0.092,3.37,3.462,12,0
1.779,0.093,3.349,3.442,16,0
1.745,0.093,3.357,3.45,12,0
1.755,0.092,3.365,3.457,12,0
1.771,0.091,3.376,3.467,14,0
1.796,0.091,3.372,3.463,12,0
1.808,0.09,3.387,3.477,18,0
1.707,0.089,3.397,3.487,14,0
1.614,0.089,3.404,3.493,17,0
1.78,0.089,3.398,3.486,19,0
1.658,0.09,3.382,3.471,20,0
1.77,0.088,3.39,3.478,20,0
1.736,0.089,3.382,3.471,12,0
1.763,0.088,3.381,3.469,13,0
1.703,0.087,3.379,3.466,21,0
1.714,0.087,3.384,3.47,8,0
1.79,0.088,3.379,3.466,13,0
1.752,0.087,3.382,3.469,18,0
1.703,0.088,3.365,3.454,12,0
1.725,0.088,3.375,3.463,15,0
1.81,0.088,3.369,3.457,17,0
1.773,0.088,3.367,3.454,12,0
1.747,0.087,3.375,3.462,17,0
1.738,0.086,3.382,3.468,16,0
1.778,0.086,3.387,3.473,16,0
1.8,0.087,3.376,3.463,10,0
1.716,0.087,3.388,3.475,18,0
1.777,0.086,3.39,3.477,11,0
1.726,0.087,3.39,3.476,11,0
1.71,0.087,3.395,3.482,15,0
1.735,0.087,3.393,3.48,16,0
1.731,0.087,3.389,3.476,18,0
1.725,0.088,3.381,3.469,12,0
1.742,0.087,3.393,3.48,10,0
1.74,0.087,3.395,3.482,10,0
1.714,0.088,3.393,3.481,13,0
1.794,0.088,3.397,3.485,14,0
1.735,0.089,3.381,3.471,16,0
1.776,0.089,3.387,3.476,10,0
1.779,0.09,3.374,3.465,8,0
1.825,0.09,3.371,3.462,17,0
1.735,0.09,3.379,3.469,11,0
1.751,0.091,3.367,3.458,17,0
1.733,0.091,3.365,3.457,14,0
1.69,0.091,3.372,3.463,6,0
1.764,0.092,3.368,3.46,19,0
1.736,0.092,3.362,3.454,8,0
1.747,0.092,3.36,3.452,7,0
1.752,0.092,3.361,3.453,12,0
1.741,0.091,3.359,3.45,17,0
1.76,0.092,3.36,3.452,15,0
1.732,0.091,3.364,3.456,11,0
1.776,0.091,3.361,3.452,17,0
